,code,class,date,avg,DOY
2359,seorak,2,2009-06-18,0.6081515353238156,169
2367,seorak,2,2009-06-26,0.6074166686615597,177
2375,seorak,2,2009-07-04,0.6062124950964064,185
2383,seorak,2,2009-07-12,0.6042603700304349,193
2391,seorak,2,2009-07-20,0.6011120118505595,201
2399,seorak,2,2009-07-28,0.5960693955861847,209
2407,seorak,2,2009-08-05,0.5880803546863067,217
2415,seorak,2,2009-08-13,0.5756390359080313,225
2423,seorak,2,2009-08-21,0.5567736419936236,233
2431,seorak,2,2009-08-29,0.5292924009272828,241
2439,seorak,2,2009-09-06,0.4915138894959603,249
2447,seorak,2,2009-09-14,0.44351553599949817,257
2455,seorak,2,2009-09-22,0.38828652747001485,265
2463,seorak,2,2009-09-30,0.33154014864731385,273
2471,seorak,2,2009-10-08,0.279628634591285,281
2479,seorak,2,2009-10-16,0.2369489958917018,289
2487,seorak,2,2009-10-24,0.2048344552906323,297
2495,seorak,2,2009-11-01,0.1822443399749792,305
2503,seorak,2,2009-11-09,0.16709665590223546,313
2511,seorak,2,2009-11-17,0.15726277832412824,321
2519,seorak,2,2009-11-25,0.15101204444176497,329
2527,seorak,2,2009-12-03,0.14709205778456869,337
2535,seorak,2,2009-12-11,0.1446544791830152,345
2543,seorak,2,2009-12-19,0.14314668888145018,353
2551,seorak,2,2009-12-27,0.14221707143361498,361
2556,seorak,2,2010-01-01,0.11760744274118506,1
2564,seorak,2,2010-01-09,0.11759852732690429,9
2572,seorak,2,2010-01-17,0.11758692781648072,17
2580,seorak,2,2010-01-25,0.11757224865058089,25
2588,seorak,2,2010-02-02,0.11755480517567844,33
2596,seorak,2,2010-02-10,0.11753727607944126,41
2604,seorak,2,2010-02-18,0.11752928077775027,49
2612,seorak,2,2010-02-26,0.11755983243101074,57
2620,seorak,2,2010-03-06,0.11771088950057149,65
2628,seorak,2,2010-03-14,0.11820706975985597,73
2636,seorak,2,2010-03-22,0.11965283474742575,81
2644,seorak,2,2010-03-30,0.12364331788874847,89
2652,seorak,2,2010-04-07,0.13423017931439546,97
2660,seorak,2,2010-04-15,0.16076879228681845,105
2668,seorak,2,2010-04-23,0.2199682150108308,113
2676,seorak,2,2010-05-01,0.32430901271112467,121
2684,seorak,2,2010-05-09,0.44989937680383124,129
2692,seorak,2,2010-05-17,0.5467534710087091,137
2700,seorak,2,2010-05-25,0.5984696572881685,145
2708,seorak,2,2010-06-02,0.620100073628555,153
2716,seorak,2,2010-06-10,0.6272209063851241,161
2724,seorak,2,2010-06-18,0.6279365123503272,169
2732,seorak,2,2010-06-26,0.6255438700377217,177
2740,seorak,2,2010-07-04,0.6211511541112051,185
2748,seorak,2,2010-07-12,0.6149517952195378,193
2756,seorak,2,2010-07-20,0.6067455728686497,201
2764,seorak,2,2010-07-28,0.5961451946122358,209
2772,seorak,2,2010-08-05,0.582670792062606,217
2780,seorak,2,2010-08-13,0.5658181542108774,225
2788,seorak,2,2010-08-21,0.5451374019212474,233
2796,seorak,2,2010-08-29,0.5203348843930405,241
2804,seorak,2,2010-09-06,0.49139226856390245,249
2812,seorak,2,2010-09-14,0.45867694000842296,257
2820,seorak,2,2010-09-22,0.42300151369811645,265
2828,seorak,2,2010-09-30,0.38558971464093716,273
2836,seorak,2,2010-10-08,0.3479314599258951,281
2844,seorak,2,2010-10-16,0.3115559362902304,289
2852,seorak,2,2010-10-24,0.277791956248068,297
2860,seorak,2,2010-11-01,0.24759153515436913,305
2868,seorak,2,2010-11-09,0.22146046688389817,313
2876,seorak,2,2010-11-17,0.1994919447985658,321
2884,seorak,2,2010-11-25,0.1814654471070888,329
2892,seorak,2,2010-12-03,0.16696571194291737,337
2900,seorak,2,2010-12-11,0.15548872032270455,345
2908,seorak,2,2010-12-19,0.1465193619871012,353
2916,seorak,2,2010-12-27,0.13957930112904118,361
2921,seorak,2,2011-01-01,0.1351710260140429,1
2929,seorak,2,2011-01-09,0.13517017070279108,9
2937,seorak,2,2011-01-17,0.135168936822876,17
2945,seorak,2,2011-01-25,0.13516717327072497,25
2953,seorak,2,2011-02-02,0.13516470687317342,33
2961,seorak,2,2011-02-10,0.13516143772838593,41
2969,seorak,2,2011-02-18,0.13515771690312844,49
2977,seorak,2,2011-02-26,0.13515567734480247,57
2985,seorak,2,2011-03-06,0.13516372495440848,65
2993,seorak,2,2011-03-14,0.13521142120240837,73
3001,seorak,2,2011-03-22,0.13539837282270073,81
3009,seorak,2,2011-03-30,0.13605373581278643,89
3017,seorak,2,2011-04-07,0.13824986801945446,97
3025,seorak,2,2011-04-15,0.14539337591012005,105
3033,seorak,2,2011-04-23,0.16754775464834104,113
3041,seorak,2,2011-05-01,0.22832133685105724,121
3049,seorak,2,2011-05-09,0.3518766318558959,129
3057,seorak,2,2011-05-17,0.4990098587873236,137
3065,seorak,2,2011-05-25,0.5939902374210714,145
3073,seorak,2,2011-06-02,0.6333101728204935,153
3081,seorak,2,2011-06-10,0.6459466699827954,161
3089,seorak,2,2011-06-18,0.6487838845394287,169
3097,seorak,2,2011-06-26,0.6479687345422593,177
3105,seorak,2,2011-07-04,0.6452816677081292,185
3113,seorak,2,2011-07-12,0.6409719780983486,193
3121,seorak,2,2011-07-20,0.6347009034080533,201
3129,seorak,2,2011-07-28,0.6258195985410722,209
3137,seorak,2,2011-08-05,0.6134504743662756,217
3145,seorak,2,2011-08-13,0.5965451948502776,225
3153,seorak,2,2011-08-21,0.574004483553626,233
3161,seorak,2,2011-08-29,0.5449148658707911,241
3169,seorak,2,2011-09-06,0.5089135462448381,249
3177,seorak,2,2011-09-14,0.46659794983053327,257
3185,seorak,2,2011-09-22,0.4197734776205341,265
3193,seorak,2,2011-09-30,0.3712966524056865,273
3201,seorak,2,2011-10-08,0.32444785378392327,281
3209,seorak,2,2011-10-16,0.28208969043896737,289
3217,seorak,2,2011-10-24,0.2460367417481245,297
3225,seorak,2,2011-11-01,0.2168949876777562,305
3233,seorak,2,2011-11-09,0.19430726088641517,313
3241,seorak,2,2011-11-17,0.17736222564336923,321
3249,seorak,2,2011-11-25,0.16495923517049765,329
3257,seorak,2,2011-12-03,0.1560433806524343,337
3265,seorak,2,2011-12-11,0.14971716218391967,345
3273,seorak,2,2011-12-19,0.14526977351248727,353
3281,seorak,2,2011-12-27,0.1421635279259479,361
3286,seorak,2,2012-01-01,0.11686594409281924,1
3294,seorak,2,2012-01-09,0.11686531582910624,9
3302,seorak,2,2012-01-17,0.11686441009605926,17
3310,seorak,2,2012-01-25,0.11686311005700091,25
3318,seorak,2,2012-02-02,0.11686126793668256,33
3326,seorak,2,2012-02-10,0.11685875811671662,41
3334,seorak,2,2012-02-18,0.11685576624696119,49
3342,seorak,2,2012-02-26,0.11685409404914147,57
3350,seorak,2,2012-03-05,0.11686274905771972,65
3358,seorak,2,2012-03-13,0.11692148370237788,73
3366,seorak,2,2012-03-21,0.11719921872012412,81
3374,seorak,2,2012-03-29,0.1184023296017755,89
3382,seorak,2,2012-04-06,0.12342531275728351,97
3390,seorak,2,2012-04-14,0.14334852100981535,105
3398,seorak,2,2012-04-22,0.2106223641670967,113
3406,seorak,2,2012-04-30,0.35452220395671213,121
3414,seorak,2,2012-05-08,0.4922392072841035,129
3422,seorak,2,2012-05-16,0.5525401103934039,137
3430,seorak,2,2012-05-24,0.5697131044160862,145
3438,seorak,2,2012-06-01,0.5736415867203467,153
3446,seorak,2,2012-06-09,0.574027899957083,161
3454,seorak,2,2012-06-17,0.5733050545692755,169
3462,seorak,2,2012-06-25,0.5719593525647082,177
3470,seorak,2,2012-07-03,0.5699561653023121,185
3478,seorak,2,2012-07-11,0.5670753217394103,193
3486,seorak,2,2012-07-19,0.5629726305961313,201
3494,seorak,2,2012-07-27,0.5571737753940637,209
3502,seorak,2,2012-08-04,0.5490557783932817,217
3510,seorak,2,2012-08-12,0.5378405287766671,225
3518,seorak,2,2012-08-20,0.5226258641747027,233
3526,seorak,2,2012-08-28,0.5024874063891833,241
3534,seorak,2,2012-09-05,0.4766828152978175,249
3542,seorak,2,2012-09-13,0.44495861957314764,257
3550,seorak,2,2012-09-21,0.4078832045398024,265
3558,seorak,2,2012-09-29,0.3670343451153367,273
3566,seorak,2,2012-10-07,0.3248501893832232,281
3574,seorak,2,2012-10-15,0.2841023114911772,289
3582,seorak,2,2012-10-23,0.24720425667052745,297
3590,seorak,2,2012-10-31,0.21569636029754044,305
3598,seorak,2,2012-11-08,0.19011148029529512,313
3606,seorak,2,2012-11-16,0.17017170763363337,321
3614,seorak,2,2012-11-24,0.15512294294296228,329
3622,seorak,2,2012-12-02,0.14403866668678778,337
3630,seorak,2,2012-12-10,0.13602003113203714,345
3638,seorak,2,2012-12-18,0.13029434928332856,353
3646,seorak,2,2012-12-26,0.12624392663496206,361
3651,seorak,2,2013-01-01,0.1370961881262352,1
3659,seorak,2,2013-01-09,0.1370961833357497,9
3667,seorak,2,2013-01-17,0.1370961779468702,17
3675,seorak,2,2013-01-25,0.13709617915082076,25
3683,seorak,2,2013-02-02,0.13709622078559044,33
3691,seorak,2,2013-02-10,0.13709644378587815,41
3699,seorak,2,2013-02-18,0.13709740992626718,49
3707,seorak,2,2013-02-26,0.1371013191744878,57
3715,seorak,2,2013-03-06,0.13711672251537993,65
3723,seorak,2,2013-03-14,0.13717674466042412,73
3731,seorak,2,2013-03-22,0.13740943802642808,81
3739,seorak,2,2013-03-30,0.13830820072142969,89
3747,seorak,2,2013-04-07,0.1417540518438637,97
3755,seorak,2,2013-04-15,0.15463765411872268,105
3763,seorak,2,2013-04-23,0.19867609552134918,113
3771,seorak,2,2013-05-01,0.3127031258151822,121
3779,seorak,2,2013-05-09,0.4741530523494724,129
3787,seorak,2,2013-05-17,0.5793261943178154,137
3795,seorak,2,2013-05-25,0.6181312548765148,145
3803,seorak,2,2013-06-02,0.6292506603190338,153
3811,seorak,2,2013-06-10,0.6321174726938085,161
3819,seorak,2,2013-06-18,0.6327055095958769,169
3827,seorak,2,2013-06-26,0.6325905963914432,177
3835,seorak,2,2013-07-04,0.6321128452290153,185
3843,seorak,2,2013-07-12,0.6312395557811531,193
3851,seorak,2,2013-07-20,0.6297618135448515,201
3859,seorak,2,2013-07-28,0.6272964941163568,209
3867,seorak,2,2013-08-05,0.6232124826587139,217
3875,seorak,2,2013-08-13,0.6165084537586224,225
3883,seorak,2,2013-08-21,0.6056626235373987,233
3891,seorak,2,2013-08-29,0.5885217473422244,241
3899,seorak,2,2013-09-06,0.5624084035832062,249
3907,seorak,2,2013-09-14,0.5247696579195207,257
3915,seorak,2,2013-09-22,0.47463443166513114,265
3923,seorak,2,2013-09-30,0.41443638245433445,273
3931,seorak,2,2013-10-08,0.35054459359522255,281
3939,seorak,2,2013-10-16,0.29102649341497844,289
3947,seorak,2,2013-10-24,0.24195311478169515,297
3955,seorak,2,2013-11-01,0.2054035604493021,305
3963,seorak,2,2013-11-09,0.18019152537488486,313
3971,seorak,2,2013-11-17,0.1637066572266821,321
3979,seorak,2,2013-11-25,0.15330213456969957,329
3987,seorak,2,2013-12-03,0.14688097492022212,337
3995,seorak,2,2013-12-11,0.14297288434302907,345
4003,seorak,2,2013-12-19,0.14061441857133716,353
4011,seorak,2,2013-12-27,0.13919840884188156,361
4016,seorak,2,2014-01-01,0.10546001048224193,1
4024,seorak,2,2014-01-09,0.10546343574044992,9
4032,seorak,2,2014-01-17,0.10547325710622518,17
4040,seorak,2,2014-01-25,0.10549883227713075,25
4048,seorak,2,2014-02-02,0.10556242706853014,33
4056,seorak,2,2014-02-10,0.10571669540847543,41
4064,seorak,2,2014-02-18,0.10608558221220152,49
4072,seorak,2,2014-02-26,0.10695941156625906,57
4080,seorak,2,2014-03-06,0.10901274051459277,65
4088,seorak,2,2014-03-14,0.1137865544306791,73
4096,seorak,2,2014-03-22,0.12466795387033913,81
4104,seorak,2,2014-03-30,0.14845795902322656,89
4112,seorak,2,2014-04-07,0.19611727637262982,97
4120,seorak,2,2014-04-15,0.27689710690702607,105
4128,seorak,2,2014-04-23,0.381577269579901,113
4136,seorak,2,2014-05-01,0.4785117900025385,121
4144,seorak,2,2014-05-09,0.5439426968685914,129
4152,seorak,2,2014-05-17,0.5790688612348717,137
4160,seorak,2,2014-05-25,0.5953564236964277,145
4168,seorak,2,2014-06-02,0.6019745643522663,153
4176,seorak,2,2014-06-10,0.6038864504051331,161
4184,seorak,2,2014-06-18,0.603337454789294,169
4192,seorak,2,2014-06-26,0.6011766373626495,177
4200,seorak,2,2014-07-04,0.5975647231821178,185
4208,seorak,2,2014-07-12,0.5922934256560315,193
4216,seorak,2,2014-07-20,0.5849156205150425,201
4224,seorak,2,2014-07-28,0.5747982216414773,209
4232,seorak,2,2014-08-05,0.5611602459961522,217
4240,seorak,2,2014-08-13,0.5431392364688384,225
4248,seorak,2,2014-08-21,0.5199213242407299,233
4256,seorak,2,2014-08-29,0.4909553230014806,241
4264,seorak,2,2014-09-06,0.45623209013370986,249
4272,seorak,2,2014-09-14,0.41654356426876504,257
4280,seorak,2,2014-09-22,0.37357535724083796,265
4288,seorak,2,2014-09-30,0.3297044194033364,273
4296,seorak,2,2014-10-08,0.28751191453034214,281
4304,seorak,2,2014-10-16,0.249204037615658,289
4312,seorak,2,2014-10-24,0.21619914819302427,297
4320,seorak,2,2014-11-01,0.18902307479255837,305
4328,seorak,2,2014-11-09,0.16746921591958724,313
4336,seorak,2,2014-11-17,0.15087680088324665,321
4344,seorak,2,2014-11-25,0.13839468633499669,329
4352,seorak,2,2014-12-03,0.12916646449301394,337
4360,seorak,2,2014-12-11,0.122431203810043,345
4368,seorak,2,2014-12-19,0.11756151423036869,353
4376,seorak,2,2014-12-27,0.11406457956614512,361
4381,seorak,2,2015-01-01,0.13987057803634928,1
4389,seorak,2,2015-01-09,0.13966745561129393,9
4397,seorak,2,2015-01-17,0.13942247625235968,17
4405,seorak,2,2015-01-25,0.13912716036718312,25
4413,seorak,2,2015-02-02,0.13877156578293032,33
4421,seorak,2,2015-02-10,0.1383446214738979,41
4429,seorak,2,2015-02-18,0.13783604886024853,49
4437,seorak,2,2015-02-26,0.137243892434815,57
4445,seorak,2,2015-03-06,0.13660151700740564,65
4453,seorak,2,2015-03-14,0.13607162503473205,73
4461,seorak,2,2015-03-22,0.1362687664085561,81
4469,seorak,2,2015-03-30,0.13933923544437743,89
4477,seorak,2,2015-04-07,0.15231419798979304,97
4485,seorak,2,2015-04-15,0.19495928350203764,105
4493,seorak,2,2015-04-23,0.3007984254675017,113
4501,seorak,2,2015-05-01,0.45869913019416053,121
4509,seorak,2,2015-05-09,0.5783533049714753,129
4517,seorak,2,2015-05-17,0.629157507387255,137
4525,seorak,2,2015-05-25,0.6430045253279772,145
4533,seorak,2,2015-06-02,0.6432074251439096,153
4541,seorak,2,2015-06-10,0.6384963286326837,161
4549,seorak,2,2015-06-18,0.6315115688756554,169
4557,seorak,2,2015-06-26,0.6229318932648089,177
4565,seorak,2,2015-07-04,0.6128499901197223,185
4573,seorak,2,2015-07-12,0.6011934584412868,193
4581,seorak,2,2015-07-20,0.5878563049803421,201
4589,seorak,2,2015-07-28,0.5727468436535139,209
4597,seorak,2,2015-08-05,0.5558123168001416,217
4605,seorak,2,2015-08-13,0.5370567935874468,225
4613,seorak,2,2015-08-21,0.5165556243219792,233
4621,seorak,2,2015-08-29,0.49446553700505586,241
4629,seorak,2,2015-09-06,0.4710282543824151,249
4637,seorak,2,2015-09-14,0.44656566068822723,257
4645,seorak,2,2015-09-22,0.42146560828820945,265
4653,seorak,2,2015-09-30,0.39615911898065825,273
4661,seorak,2,2015-10-08,0.3710915484196861,281
4669,seorak,2,2015-10-16,0.34669167847089905,289
4677,seorak,2,2015-10-24,0.323343201859111,297
4685,seorak,2,2015-11-01,0.30136248654957126,305
4693,seorak,2,2015-11-09,0.2809850591196205,313
4701,seorak,2,2015-11-17,0.2623614164749529,321
4709,seorak,2,2015-11-25,0.24556111312581097,329
4717,seorak,2,2015-12-03,0.23058296920477872,337
4725,seorak,2,2015-12-11,0.21736883349061,345
4733,seorak,2,2015-12-19,0.20581851425845232,353
4741,seorak,2,2015-12-27,0.19580403231103194,361
4746,seorak,2,2016-01-01,0.1523675770571615,1
4754,seorak,2,2016-01-09,0.15236757368912263,9
4762,seorak,2,2016-01-17,0.15236756810768223,17
4770,seorak,2,2016-01-25,0.15236755969153978,25
4778,seorak,2,2016-02-02,0.1523675516513059,33
4786,seorak,2,2016-02-10,0.15236757249111366,41
4794,seorak,2,2016-02-18,0.1523677945697242,49
4802,seorak,2,2016-02-26,0.15236917603537864,57
4810,seorak,2,2016-03-05,0.15237691457379215,65
4818,seorak,2,2016-03-13,0.15241898875789295,73
4826,seorak,2,2016-03-21,0.1526455378601322,81
4834,seorak,2,2016-03-29,0.15385869819442824,89
4842,seorak,2,2016-04-06,0.1602606350724812,97
4850,seorak,2,2016-04-14,0.19174115645491413,105
4858,seorak,2,2016-04-22,0.30571403470791686,113
4866,seorak,2,2016-04-30,0.4853939191271153,121
4874,seorak,2,2016-05-08,0.5784507916922765,129
4882,seorak,2,2016-05-16,0.6018467528813016,137
4890,seorak,2,2016-05-24,0.6064634279172939,145
4898,seorak,2,2016-06-01,0.6072794006162598,153
4906,seorak,2,2016-06-09,0.6073366100181753,161
4914,seorak,2,2016-06-17,0.6071831598130745,169
4922,seorak,2,2016-06-25,0.6068719414006338,177
4930,seorak,2,2016-07-03,0.6063276954011674,185
4938,seorak,2,2016-07-11,0.6053908937675405,193
4946,seorak,2,2016-07-19,0.60378467360695,201
4954,seorak,2,2016-07-27,0.6010422131345954,209
4962,seorak,2,2016-08-04,0.5963918641384637,217
4970,seorak,2,2016-08-12,0.5885974227994554,225
4978,seorak,2,2016-08-20,0.5757841057955619,233
4986,seorak,2,2016-08-28,0.5553772027938058,241
4994,seorak,2,2016-09-05,0.5244616162868969,249
5002,seorak,2,2016-09-13,0.4810015829431848,257
5010,seorak,2,2016-09-21,0.42592137470712405,265
5018,seorak,2,2016-09-29,0.3646001748253888,273
5026,seorak,2,2016-10-07,0.30544482562743297,281
5034,seorak,2,2016-10-15,0.25576290921402334,289
5042,seorak,2,2016-10-23,0.21866771815664904,297
5050,seorak,2,2016-10-31,0.19333179251169985,305
5058,seorak,2,2016-11-08,0.17706302475075228,313
5066,seorak,2,2016-11-16,0.16702671790835405,321
5074,seorak,2,2016-11-24,0.16098754055637526,329
5082,seorak,2,2016-12-02,0.1574078834822158,337
5090,seorak,2,2016-12-10,0.15530499352546517,345
5098,seorak,2,2016-12-18,0.1540761315063041,353
5106,seorak,2,2016-12-26,0.15336023395439674,361
5111,seorak,2,2017-01-01,0.13278955432724424,1
5119,seorak,2,2017-01-09,0.13279146598494312,9
5127,seorak,2,2017-01-17,0.13279632075236952,17
5135,seorak,2,2017-01-25,0.13280862167371044,25
5143,seorak,2,2017-02-02,0.13283974355769657,33
5151,seorak,2,2017-02-10,0.13291840179431497,41
5159,seorak,2,2017-02-18,0.1331170225434194,49
5167,seorak,2,2017-02-26,0.13361794196620308,57
5175,seorak,2,2017-03-06,0.1348781821505066,65
5183,seorak,2,2017-03-14,0.13803078688012693,73
5191,seorak,2,2017-03-22,0.14580851978321646,81
5199,seorak,2,2017-03-30,0.1643599088604478,89
5207,seorak,2,2017-04-07,0.20526360660682685,97
5215,seorak,2,2017-04-15,0.28167882614218037,105
5223,seorak,2,2017-04-23,0.38847819306859316,113
5231,seorak,2,2017-05-01,0.4899769887548477,121
5239,seorak,2,2017-05-09,0.5566152362085224,129
5247,seorak,2,2017-05-17,0.5904032456881214,137
5255,seorak,2,2017-05-25,0.6052593007030775,145
5263,seorak,2,2017-06-02,0.611300049659848,153
5271,seorak,2,2017-06-10,0.6135482526507912,161
5279,seorak,2,2017-06-18,0.6141416391159596,169
5287,seorak,2,2017-06-26,0.6138907655151787,177
5295,seorak,2,2017-07-04,0.6130136150427437,185
5303,seorak,2,2017-07-12,0.6114266461105131,193
5311,seorak,2,2017-07-20,0.6088304567584375,201
5319,seorak,2,2017-07-28,0.6046974515698096,209
5327,seorak,2,2017-08-05,0.5982074565792643,217
5335,seorak,2,2017-08-13,0.5881620823217255,225
5343,seorak,2,2017-08-21,0.572929109750496,233
5351,seorak,2,2017-08-29,0.550523652190835,241
5359,seorak,2,2017-09-06,0.519001464394835,249
5367,seorak,2,2017-09-14,0.4773177575226955,257
5375,seorak,2,2017-09-22,0.4264930888304642,265
5383,seorak,2,2017-09-30,0.3703131399878259,273
5391,seorak,2,2017-10-08,0.3145647837270394,281
5399,seorak,2,2017-10-16,0.26486343923203487,289
5407,seorak,2,2017-10-24,0.22461020803833248,297
5415,seorak,2,2017-11-01,0.19446936090849065,305
5423,seorak,2,2017-11-09,0.17320045895359984,313
5431,seorak,2,2017-11-17,0.15881260261356667,321
5439,seorak,2,2017-11-25,0.14935551907085237,329
5447,seorak,2,2017-12-03,0.14325638096660298,337
5455,seorak,2,2017-12-11,0.13937093196705536,345
5463,seorak,2,2017-12-19,0.13691506126970573,353
5471,seorak,2,2017-12-27,0.13537047456619655,361
5476,seorak,2,2018-01-01,0.12331630136337436,1
5484,seorak,2,2018-01-09,0.12334427067146184,9
5492,seorak,2,2018-01-17,0.1233990583531308,17
5500,seorak,2,2018-01-25,0.12350632511527905,25
5508,seorak,2,2018-02-02,0.12371622029689014,33
5516,seorak,2,2018-02-10,0.12412661526801164,41
5524,seorak,2,2018-02-18,0.12492801750929175,49
5532,seorak,2,2018-02-26,0.12648939490098834,57
5540,seorak,2,2018-03-06,0.12951840894262806,65
5548,seorak,2,2018-03-14,0.13534663598673566,73
5556,seorak,2,2018-03-22,0.14638717009881022,81
5564,seorak,2,2018-03-30,0.16669746204273939,89
5572,seorak,2,2018-04-07,0.20212430877681126,97
5580,seorak,2,2018-04-15,0.25854254180397995,105
5588,seorak,2,2018-04-23,0.3365529230670712,113
5596,seorak,2,2018-05-01,0.4257088816613979,121
5604,seorak,2,2018-05-09,0.5078780089021904,129
5612,seorak,2,2018-05-17,0.5698564644645787,137
5620,seorak,2,2018-05-25,0.6098427191594867,145
5628,seorak,2,2018-06-02,0.6329992351231911,153
5636,seorak,2,2018-06-10,0.6454123674393354,161
5644,seorak,2,2018-06-18,0.6515292430978437,169
5652,seorak,2,2018-06-26,0.6539976582035499,177
5660,seorak,2,2018-07-04,0.6541843258073519,185
5668,seorak,2,2018-07-12,0.6526468556017512,193
5676,seorak,2,2018-07-20,0.649421143470699,201
5684,seorak,2,2018-07-28,0.6441592226633529,209
5692,seorak,2,2018-08-05,0.6361752385380457,217
5700,seorak,2,2018-08-13,0.6244521976551151,225
5708,seorak,2,2018-08-21,0.6076667669516568,233
5716,seorak,2,2018-08-29,0.5843084812835886,241
5724,seorak,2,2018-09-06,0.5529857725664314,249
5732,seorak,2,2018-09-14,0.5129745308688617,257
5740,seorak,2,2018-09-22,0.4649072362511096,265
5748,seorak,2,2018-09-30,0.411237924240678,273
5756,seorak,2,2018-10-08,0.3559963859346389,281
5764,seorak,2,2018-10-16,0.3036989725162397,289
5772,seorak,2,2018-10-24,0.2579657200555029,297
5780,seorak,2,2018-11-01,0.22066644322441017,305
5788,seorak,2,2018-11-09,0.19193789427721214,313
5796,seorak,2,2018-11-17,0.17077092473906855,321
5804,seorak,2,2018-11-25,0.15567969334827386,329
5812,seorak,2,2018-12-03,0.14517066667109266,337
5820,seorak,2,2018-12-11,0.1379719949520736,345
5828,seorak,2,2018-12-19,0.13309633682881145,353
5836,seorak,2,2018-12-27,0.1298192857973135,361
5841,seorak,2,2019-01-01,0.1518859419294092,1
5849,seorak,2,2019-01-09,0.15188560192024347,9
5857,seorak,2,2019-01-17,0.15188509643887946,17
5865,seorak,2,2019-01-25,0.15188434503051898,25
5873,seorak,2,2019-02-02,0.15188322856732855,33
5881,seorak,2,2019-02-10,0.15188157329885715,41
5889,seorak,2,2019-02-18,0.1518791441747989,49
5897,seorak,2,2019-02-26,0.15187575299224326,57
5905,seorak,2,2019-03-06,0.151872237610111,65
5913,seorak,2,2019-03-14,0.15187759047420973,73
5921,seorak,2,2019-03-22,0.15195886069564257,81
5929,seorak,2,2019-03-30,0.15258694877387574,89
5937,seorak,2,2019-04-07,0.156993528857421,97
5945,seorak,2,2019-04-15,0.1856746667863352,105
5953,seorak,2,2019-04-23,0.32007135857730695,113
5961,seorak,2,2019-05-01,0.5450265109302374,121
5969,seorak,2,2019-05-09,0.6388797726509917,129
5977,seorak,2,2019-05-17,0.656083567571241,137
5985,seorak,2,2019-05-25,0.6584092531317149,145
5993,seorak,2,2019-06-02,0.6583621273501951,153
6001,seorak,2,2019-06-10,0.6577844152449988,161
6009,seorak,2,2019-06-18,0.6568549419581038,169
6017,seorak,2,2019-06-26,0.6554688813648942,177
6025,seorak,2,2019-07-04,0.6534207087797136,185
6033,seorak,2,2019-07-12,0.6504060610398485,193
6041,seorak,2,2019-07-20,0.6459905139896248,201
6049,seorak,2,2019-07-28,0.6395685706787828,209
6057,seorak,2,2019-08-05,0.6303237150569243,217
6065,seorak,2,2019-08-13,0.6172094228427568,225
6073,seorak,2,2019-08-21,0.5989891769971271,233
6081,seorak,2,2019-08-29,0.5743933946795975,241
6089,seorak,2,2019-09-06,0.5424506115352987,249
6097,seorak,2,2019-09-14,0.5029869499902377,257
6105,seorak,2,2019-09-22,0.45713244845875867,265
6113,seorak,2,2019-09-30,0.40750041334973564,273
6121,seorak,2,2019-10-08,0.35773876140508737,281
6129,seorak,2,2019-10-16,0.31153295912399664,289
6137,seorak,2,2019-10-24,0.27158763176036915,297
6145,seorak,2,2019-11-01,0.23913274001611748,305
6153,seorak,2,2019-11-09,0.21406773283838404,313
6161,seorak,2,2019-11-17,0.19545770412730923,321
6169,seorak,2,2019-11-25,0.18204057175062707,329
6177,seorak,2,2019-12-03,0.17257099477503957,337
6185,seorak,2,2019-12-11,0.1659874711005503,345
6193,seorak,2,2019-12-19,0.16145821494359805,353
6201,seorak,2,2019-12-27,0.15836469050204335,361
6206,seorak,2,2020-01-01,0.1554439230965917,1
6214,seorak,2,2020-01-09,0.15543848030353774,9
6222,seorak,2,2020-01-17,0.15543109251560785,17
6230,seorak,2,2020-01-25,0.1554212278760785,25
6238,seorak,2,2020-02-02,0.1554085422596416,33
6246,seorak,2,2020-02-10,0.15539370197307917,41
6254,seorak,2,2020-02-18,0.15538097411674373,49
6262,seorak,2,2020-02-26,0.15538607502947796,57
6270,seorak,2,2020-03-05,0.1554595415856155,65
6278,seorak,2,2020-03-13,0.15575566544767955,73
6286,seorak,2,2020-03-21,0.15673391491478544,81
6294,seorak,2,2020-03-29,0.1597363183963641,89
6302,seorak,2,2020-04-06,0.1685564339034557,97
6310,seorak,2,2020-04-14,0.1930456853574942,105
6318,seorak,2,2020-04-22,0.25323572150071694,113
6326,seorak,2,2020-04-30,0.36659925416906214,121
6334,seorak,2,2020-05-08,0.5026276099484386,129
6342,seorak,2,2020-05-16,0.5994211378033703,137
6350,seorak,2,2020-05-24,0.6451769821035679,145
6358,seorak,2,2020-06-01,0.6618049289698279,153
6366,seorak,2,2020-06-09,0.6660378645925906,161
6374,seorak,2,2020-06-17,0.6651522073541245,169
6382,seorak,2,2020-06-25,0.6616529204058453,177
6390,seorak,2,2020-07-03,0.6561496077057448,185
6398,seorak,2,2020-07-11,0.6485129140279678,193
6406,seorak,2,2020-07-19,0.6382908684785682,201
6414,seorak,2,2020-07-27,0.6248680760276903,209
6422,seorak,2,2020-08-04,0.6075603412335879,217
6430,seorak,2,2020-08-12,0.5857226866365859,225
6438,seorak,2,2020-08-20,0.558900826703244,233
6446,seorak,2,2020-08-28,0.5270212895695955,241
6454,seorak,2,2020-09-05,0.49057529678617906,249
6462,seorak,2,2020-09-13,0.45071510295277245,257
